question_id,variant,price,price_limit,manager_data,manager_commit,acceptable_folders,cwd,set,title,description,proposals
15925,ic_swe,2000.0,2000000.0,,,['15925'],/app/expensify,diamond,[HOLD for payment 2023-04-05] [$2000] Web - Chat- Line breaks are removed after special copy/paste scenario,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n## Action Performed:\n1. Highlight text with the cursor with few line breaks\n2. Right click on the hightailed text --> click on the Copy icon at the Context menu\n3. Paste result to the chat\n\n## Expected Result:\nThe user should be able to use copy/paste without any issues\n\n## Actual Result:\nLine breaks are removed from the copied text\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [ ] Android / native\n- [ ] Android / Chrome\n- [ ] iOS / native\n- [ ] iOS / Safari\n- [x] MacOS / Chrome / Safari\n- [ ] MacOS / Desktop\n\n**Version Number:** 1.2.83.1\n\n**Reproducible in staging?:** Yes\n\n**Reproducible in production?:** Yes\n\n**If this was caught during regression testing, add the test name, ID and link from TestRail:**\n\n**Email or phone of affected tester (no customers):**\n\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n\n**Notes/Photos/Videos:** Any additional supporting documentation\n\n\nhttps://user-images.githubusercontent.com/93399543/224843516-e77196be-391c-4d8e-9d77-89f2b3874be5.mp4\n\n\n**Expensify/Expensify Issue URL:**\n\n**Issue reported by:** Applause - Internal Team and @mdneyazahmad \n\n**Slack conversation:**\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~01728b823abb3cdacb</li>\n        <li>Upwork Job ID: 1635423253532684288</li>\n        <li>Last Price Increase: 2023-03-20</li>\n    </ul>\n</details>",
28148_414,ic_swe,500.0,2000000.0,,,['28148_414'],/app/expensify,diamond,[HOLD for payment 2023-10-09] [$500] Profile - Save button is disabled in Display name page in offline mode,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n**Issue found when executing PR** https://github.com/Expensify/App/pull/27025\n## Action Performed:\n1. Launch New Expensify app\n2. Go offline\n3. Go to Settings > Profile > Display name\n4. Make some changes\n\n## Expected Result:\nUser is able to save the changes in offline mode\n\n## Actual Result:\nSave button is disabled and user cannot make changes during offline\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [x] Android / native\n- [ ] Android / Chrome\n- [x] iOS / native\n- [ ] iOS / Safari\n- [ ] MacOS / Chrome / Safari\n- [x] MacOS / Desktop\n\n**Version Number:** 1.3.74-1\n\n**Reproducible in staging?:** Yes\n\n**Reproducible in production?:** No\n\n**If this was caught during regression testing, add the test name, ID and link from TestRail:**\n\n**Email or phone of affected tester (no customers):**\n\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n\n**Notes/Photos/Videos:** Any additional supporting documentation\n\nhttps://github.com/Expensify/App/assets/78819774/35622173-11a4-4362-a434-00e417171245\n\n**Expensify/Expensify Issue URL:**\n\n**Issue reported by:** Applause - Internal Team\n\n**Slack conversation:**\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~0134557e3ac359277d</li>\n        <li>Upwork Job ID: 1706560446209835008</li>\n        <li>Last Price Increase: 2023-09-26</li>\n<li>Automatic offers: </li>\n<ul>\n<li>akinwale | Contributor | 26896617</li>\n</ul></li>\n    </ul>\n</details>",
42204_388,ic_swe,250.0,2000000.0,,,['42204_388'],/app/expensify,diamond,"[HOLD for payment 2024-06-13] [$250] mWeb - Members - When last member leaves the group, user is not prompted with a warning message","If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n**Version Number:** 1.4.74\n**Reproducible in staging?:** Y\n**Reproducible in production?:** Y\n**If this was caught during regression testing, add the test name, ID and link from TestRail:** https://expensify.testrail.io/index.php?/tests/view/4566310\n**Issue reported by:** Applause - Internal Team\n\n\n## Action Performed:\n1. Go to https://staging.new.expensify.com/home\n\n2. Tap start chat\n3.  Select a user and create group\n4. Send few messages\n5. Tap header -- member\n6. Select one member listed and remove the member\n7. Tap back\n8. Tap Leave group\n\n## Expected Result:\nWhen last member leaves the group, user must be prompted with a warning message\n\n## Actual Result:\nWhen last member leaves the group, user is not prompted with a warning message\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [ ] Android: Native\n- [x] Android: mWeb Chrome\n- [ ] iOS: Native\n- [ ] iOS: mWeb Safari\n- [ ] MacOS: Chrome / Safari\n- [ ] MacOS: Desktop\n\n## Screenshots/Videos\n\nAdd any screenshot/video evidence\n\n</details> \n\nhttps://github.com/Expensify/App/assets/78819774/cef8bacb-1786-4fe7-a087-21c655900421\n\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~0108d139f0fc936c57</li>\n        <li>Upwork Job ID: 1790901683068096512</li>\n        <li>Last Price Increase: 2024-05-16</li>\n<li>Automatic offers: </li>\n<ul>\n<li>tienifr | Contributor | 0</li>\n</ul></li>\n    </ul>\n</details>\n\n<details><summary>Issue Owner</summary>Current Issue Owner: @greg-schroeder</details>",
28077_782,ic_swe,500.0,2000000.0,,,['28077_782'],/app/expensify,diamond,[C+ checklist needs completion] [$500] Web - The display name doesn't show after logout and re-visit current page,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n## Action Performed:\n1. Go to profile => Display name\n2. Copy current link then logout\n3. Login with copied link\n\n## Expected Result:\nDisplay name should show\n\n## Actual Result:\n Display name is empty\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [ ] Android / native\n- [ ] Android / Chrome\n- [ ] iOS / native\n- [ ] iOS / Safari\n- [x] MacOS / Chrome / Safari\n- [ ] MacOS / Desktop\n\n**Version Number:** 1.3.73.0\n**Reproducible in staging?:** y\n**Reproducible in production?:** y\n**If this was caught during regression testing, add the test name, ID and link from TestRail:**\n**Email or phone of affected tester (no customers):**\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n**Notes/Photos/Videos:** Any additional supporting documentation\n\n\nhttps://github.com/Expensify/App/assets/93399543/d0ddff0f-2a37-4f67-9157-83c1e21a8568\n\n\n\nhttps://github.com/Expensify/App/assets/93399543/b8ea317e-9d7b-4c88-8c04-e992e16390bb\n\n\n\n**Expensify/Expensify Issue URL:**\n**Issue reported by:**  @suneox\n**Slack conversation:** https://expensify.slack.com/archives/C049HHMV9SM/p1695312629364939\n \n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~01dcb3033fb288e0ce</li>\n        <li>Upwork Job ID: 1705635806281445376</li>\n        <li>Last Price Increase: 2023-09-30</li>\n<li>Automatic offers: </li>\n<ul>\n<li>Ollyws | Reviewer | 27012099</li>\n<li>suneox | Contributor | 27012100</li>\n</ul></li>\n    </ul>\n</details>",
41783_613,ic_swe,250.0,2000000.0,,,"['41783_1000', '41783_613']",/app/expensify,diamond,[HOLD for payment 2024-08-14] [$250] Track expense - App returns to confirmation page when tapping back button on category page,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n**Version Number:** 1.4.71-0\n**Reproducible in staging?:** Y\n**Reproducible in production?:** Y\n**Found when validating PR :** https://github.com/Expensify/App/pull/41465\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n**Issue reported by:** Applause-Internal team\n\n\n## Action Performed:\nPrecondition:\n- Account has no workspace.\n\n1. Launch New Expensify app.\n2. Go to FAB > Track expense.\n3. Track a manual expense.\n4. In self DM, tap Categorize it.\n5. Select a category.\n6. On confirmation page, tap on the back button.\n7. On category list page, tap on the back button again.\n\n## Expected Result:\nApp will return to self DM.\n\n## Actual Result:\nApp returns to confirmation page.\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [x] Android: Native\n- [x] Android: mWeb Chrome\n- [x] iOS: Native\n- [x] iOS: mWeb Safari\n- [ ] MacOS: Chrome / Safari\n- [ ] MacOS: Desktop\n\n## Screenshots/Videos\n\n\nhttps://github.com/Expensify/App/assets/115492554/f686b437-8347-4bce-a700-2be2741f4642\n\n\n\n</details>\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~01824a5f82b4736dcc</li>\n        <li>Upwork Job ID: 1792915953607385088</li>\n        <li>Last Price Increase: 2024-05-28</li>\n<li>Automatic offers: </li>\n<ul>\n<li>tienifr | Contributor | 102600461</li>\n</ul></li>\n    </ul>\n</details>\n\n<details><summary>Issue Owner</summary>Current Issue Owner: @anmurali</details>",
41885_1134,ic_swe,500.0,2000000.0,,,['41885_1134'],/app/expensify,diamond,[HOLD for payment 2024-07-10] [$500] LHN - Self DM is not shown in bold,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n**Version Number:** 1.4.72-0\n**Reproducible in staging?:** Y\n**Reproducible in production?:** N\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n**Issue reported by:** Applause-Internal team\n\n\n## Action Performed:\n1. Go to https://staging.new.expensify.com/\n2. SIgn in with a new expensifail account\n\n## Expected Result:\nSelef DM must be shown in bold\n\n## Actual Result:\nSelf DM is not shown in bold\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [ ] Android: Native\n- [x] Android: mWeb Chrome\n- [ ] iOS: Native\n- [x] iOS: mWeb Safari\n- [ ] MacOS: Chrome / Safari\n- [ ] MacOS: Desktop\n\n## Screenshots/Videos\n\n\nhttps://github.com/Expensify/App/assets/115492554/ec835bd5-08eb-489e-85da-9d5c65ccd0ed\n\n\n\n</details>\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~0112093f239c502581</li>\n        <li>Upwork Job ID: 1788511412831453184</li>\n        <li>Last Price Increase: 2024-06-04</li>\n<li>Automatic offers: </li>\n<ul>\n<li>suneox | Contributor | 102681776</li>\n</ul></li>\n    </ul>\n</details>\n\n\n\n<details><summary>Issue Owner</summary>Current Issue Owner: @kevinksullivan</details>",
49266_463,ic_swe,250.0,2000000.0,,,['49266_463'],/app/expensify,diamond,"[HOLD for payment 2024-10-10] [$250] NetSuite - ""Please fix the errors"" message persists when navigating back on the RHP","If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n**Version Number:** 9.0.35-0\n**Reproducible in staging?:** Y\n**Reproducible in production?:** Y\n**Issue reported by:** Applause Internal Team\n\n\n## Action Performed:\n1. Navigate to https://staging.new.expensify.com/\n2. Log in with a new Gmail account\n3. Click on FAB - New workspace\n4. Enable ""Accounting"" in the ""More features"" page.\n5. Navigate to ""Accounting""\n6. Connect to NetSuite and upgrade the workspace to Control when asked\n7. Wait for the sync to finish\n8. Navigate to Accounting - Import - Custom Segments/records\n9. Click on the ""Add custom segments/record\n10. Choose segment or record and click on the ""Next"" button\n11. Type in any custom record name and click on the ""Next"" button\n12. Click on the ""Next"" button without filling the ID\n13. Click on the ""<"" button on the RHP\n14. Click on ""fix the errors""\n\n## Expected Result:\nThe message should disappear or it should remain and ""fix the errors"" should redirect me to the RHP step with the error.\n\n## Actual Result:\n""Please fix the errors"" message persists when navigating back on the RHP. The message disappears when I click on ""fix the errors"". The issue is also present in the ""Custom list"" flow.\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\n- [ ] Android: Native\n- [ ] Android: mWeb Chrome\n- [ ] iOS: Native\n- [ ] iOS: mWeb Safari\n- [x] MacOS: Chrome / Safari\n- [x] MacOS: Desktop\n\n## Screenshots/Videos\n\nhttps://github.com/user-attachments/assets/410df6c5-5bc2-494b-a93c-9076b94c202b\n\n\n</details>\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~021837224186168791982</li>\n        <li>Upwork Job ID: 1837224186168791982</li>\n        <li>Last Price Increase: 2024-09-20</li>\n<li>Automatic offers: </li>\n<ul>\n<li>cretadn22 | Contributor | 104148130</li>\n</ul></li>\n    </ul>\n</details>\n\n<details><summary>Issue Owner</summary>Current Issue Owner: @slafortune</details>",
18891_881,ic_swe,500.0,2000000.0,,,['18891_881'],/app/expensify,diamond,[HOLD for payment 2024-03-20] [$500] Users can enter more characters than the specified limit,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n## Action Performed:\n\n1. Go to the Settings > Profile >Display name\n2. Enter a name exceeding the character limit and continue typing  on first name field\n\n## Expected Result:\nUsers should not enter more than the specified limit of characters\n## Actual Result:\nUsers can enter more characters than the specified limit in the First name and Last name fields and removed extra characters after pressing space button\n\n## Workaround:\nCan the user still use Expensify without this being fixed? Have you informed them of the workaround?\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [ ] Android / native\n- [x] Android / Chrome\n- [ ] iOS / native\n- [ ] iOS / Safari\n- [ ] MacOS / Chrome / Safari\n- [ ] MacOS / Desktop\n\n**Version Number:** 1.3.13.4\n**Reproducible in staging?:** y\n**Reproducible in production?:** y\n**If this was caught during regression testing, add the test name, ID and link from TestRail:**\n**Email or phone of affected tester (no customers):**\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n**Notes/Photos/Videos:** Any additional supporting documentation\n\nhttps://github.com/Expensify/App/assets/43996225/e9249874-b82b-4db0-b519-0f38cf300abf\n\nhttps://github.com/Expensify/App/assets/43996225/57f88ef9-5fa7-4486-a84a-fd1aa14fd930\n\n**Expensify/Expensify Issue URL:**\n**Issue reported by:** @ayazhussain79 \n**Slack conversation:** https://expensify.slack.com/archives/C049HHMV9SM/p1683923406716779\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~01a433a674a93990d0</li>\n        <li>Upwork Job ID: 1760227161153392640</li>\n        <li>Last Price Increase: 2024-02-21</li>\n<li>Automatic offers: </li>\n<ul>\n<li>aimane-chnaif | Reviewer | 0</li>\n<li>dhairyasenjaliya | Contributor | 0</li>\n</ul></li>\n    </ul>\n</details>",
27029_876,ic_swe,500.0,2000000.0,,,['27029_876'],/app/expensify,diamond,[HOLD for payment 2023-10-18] [$500] Unable to change the digit before decimal point in IOU,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n## Action Performed:\n1. Request money with the decimal amount to another user. (Click on Request money > Enter amount & Click on Next button > Select User& Click on Request button)\n2. Click on the amount in IOU.\n3. Move the cursor before the decimal point.\n3. Try to press the backspace key.\nExpected Result: The user should be able to change the digit if this is the only number before decimal point\nActual Result: The user not able to change/delete the digit if this is the only number before decimal point\n\n## Workaround:\nCan the user still use Expensify without this being fixed? Have you informed them of the workaround?\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [ ] Android / native\n- [ ] Android / Chrome\n- [ ] iOS / native\n- [ ] iOS / Safari\n- [x] MacOS / Chrome / Safari\n- [ ] MacOS / Desktop\n\n**Version Number:** 1.3.66-3\n**Reproducible in staging?:** y\n**Reproducible in production?:** y\n**If this was caught during regression testing, add the test name, ID and link from TestRail:**\n**Email or phone of affected tester (no customers):**\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n**Notes/Photos/Videos:** Any additional supporting documentation\n\nhttps://github.com/Expensify/App/assets/43996225/0077d45f-02b4-4889-ba45-a048a83dca00\n\n\n**Expensify/Expensify Issue URL:**\n**Issue reported by:** @oleksandr-pantsyr\n**Slack conversation:** https://expensify.slack.com/archives/C049HHMV9SM/p1692640033454539\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~011137458c0195caf3</li>\n        <li>Upwork Job ID: 1701124994025054208</li>\n        <li>Last Price Increase: 2023-09-11</li>\n<li>Automatic offers: </li>\n<ul>\n<li>ishpaul777 | Contributor | 26933703</li>\n<li>oleksandr-pantsyr | Reporter | 26933705</li>\n</ul></li>\n    </ul>\n</details>",
49260_543,ic_swe,250.0,2000000.0,,,"['49260_482', '49260_543', '49260_759']",/app/expensify,diamond,[HOLD for payment 2024-10-14] [$250] LHN - Members' room names are not updated in LHN after cache deletion,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n**Version Number:** 9.0.34-2\n**Reproducible in staging?:** Y\n**Reproducible in production?:** Y\n**If this was caught during regression testing, add the test name, ID and link from TestRail:** https://expensify.testrail.io/index.php?/tests/view/4960406\n**Email or phone of affected tester (no customers):** sustinov@applausemail.com\n**Issue reported by:** Applause Internal Team\n\n\n## Action Performed:\nPrerequisites:\nCreate a WS and add two employees to it\n\nSteps:\n1. Open NewExpensify app\n2. Log in with a WS administrator account\n3. Go to the account settings\n4. Go to the Troubleshoot menu\n5. Click on “Clear cache and restart” and clear the cache\n6. Go back to the LHN Inbox\n\n## Expected Result:\nMembers' room names should be updated and display the room name in LHN after the cache is deleted\n\n## Actual Result:\nMembers' room names are not updated in LHN after cache deletion\n\n## Workaround:\nUnknown\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\n- [x] Android: Native\n- [x] Android: mWeb Chrome\n- [x] iOS: Native\n- [x] iOS: mWeb Safari\n- [x] MacOS: Chrome / Safari\n- [x] MacOS: Desktop\n\n## Screenshots/Videos\n\nhttps://github.com/user-attachments/assets/db29d7ee-4e4f-4f86-bd16-b4964ab8931c\n\n</details>\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~021836832143423032683</li>\n        <li>Upwork Job ID: 1836832143423032683</li>\n        <li>Last Price Increase: 2024-09-26</li>\n<li>Automatic offers: </li>\n<ul>\n<li>ikevin127 | Reviewer | 104231232</li>\n<li>truph01 | Contributor | 104231233</li>\n</ul></li>\n    </ul>\n</details>\n\n<details><summary>Issue Owner</summary>Current Issue Owner: @zanyrenney</details>",
14340,ic_swe,4000.0,2000000.0,,,['14340'],/app/expensify,diamond,[HOLD for payment 2023-03-13] [$4000] Able to change timezone through direct link even when the automatically determine location switch is on,"If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n## Action Performed:\n\n1. Go to Settings > Profile\n2. Go to Timezone\n3. Toggle off the automatically determine location switch\n4. Click on Timezone\n5. Copy the URL of the select timezone page\n6. Go back and toggle on the automatically determine location switch\n7. In the address bar, paste the copied URL and press enter\n\n## Expected Result:\nThe controls should be disabled, with only the ability to go back\n\n## Actual Result:\nAfter updating the timezone directly through the link, the new timezone is displayed on the timezone initial page, but\nThe old timezone is displayed on the profile page\nThe old timezone is selected on the timezone list page\nThe automatically determine location switch doesn't work\n\n## Workaround:\nunknown\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n\n- [x] MacOS / Chrome / Safari\n\n\n**Version Number:** 1.2.54-2\n**Reproducible in staging?:** y\n**Reproducible in production?:** y\n**If this was caught during regression testing, add the test name, ID and link from TestRail:**\n**Email or phone of affected tester (no customers):**\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n**Notes/Photos/Videos:** \n\nhttps://user-images.githubusercontent.com/43996225/212775542-df72ccb2-295f-42d5-9ef7-fe337d75ce76.mov\n\nhttps://user-images.githubusercontent.com/43996225/212775561-8049cef7-55d7-4302-86ad-56688a900e94.mp4\n\n\n**Expensify/Expensify Issue URL:**\n**Issue reported by:** @adeel0202 \n**Slack conversation:** https://expensify.slack.com/archives/C049HHMV9SM/p1673873060216069\n\n[View all open jobs on GitHub](https://github.com/Expensify/App/issues?q=is%3Aopen+is%3Aissue+label%3A%22Help+Wanted%22)\n\n\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~01b8d0920a25d93b4f</li>\n        <li>Upwork Job ID: 1618711874173829120</li>\n        <li>Last Price Increase: 2023-02-09</li>\n    </ul>\n</details>",
43097_989,ic_swe,250.0,2000000.0,,,['43097_989'],/app/expensify,diamond,"[HOLD for payment 2024-07-22] [HOLD for payment 2024-07-17] [$250] [Performance] [MEDIUM] Add ""Export Onyx state"" option to Troubleshoot menu and four finger tap","If you haven’t already, check out our [contributing guidelines](https://github.com/Expensify/ReactNativeChat/blob/main/contributingGuides/CONTRIBUTING.md) for onboarding and email contributors@expensify.com to request to join our Slack channel!\n___\n\n## What performance issue do we need to solve?\ne.g. memory consumption, storage read/write times, React native bridge concerns, inefficient React component rendering, etc.\n\nWhen your mobile client's Onyx state falls out of sync with web, it is hard to diagnose which value has been missed or has been incorrectly inserted, especially when a refresh, sign in, or reload of the app on the client can solve the issue. \n\n## What is the impact of this on end-users?\nList specific user experiences that will be improved by solving this problem e.g. app boot time, time to for some interaction to complete, etc.\n\nThis is more of a debugging tool, since Onyx impacts on pretty much everything you see in app, it can impact on a multitude of end user functionality. \n\nThe most important end user impact of a debugging tool which exports the Onyx state is around privacy. We need to sanitize the authToken, emails and messages of the data since those are private and shouldn't be shared with anyone.  \n\n## List any benchmarks that show the severity of the issue\nPlease also provide exact steps taken to collect metrics above if any so we can independently verify the results. \n\nThis is more of a debugging tool, so this isn't something that will show benchmarks. \n\n## Proposed solution (if any)\nPlease list out the steps you think we should take to solve this issue.\n\nAdd a ""Export Onyx State"" option to the Troubleshoot menu. \n\nThis downloads the values in the Onyx keyvaluepairs table to a txt file. \nThe authTokens, emails and messages in the file are redacted\n\n## List any benchmarks after implementing the changes to show impacts of the proposed solution (if any)\nNote: These should be the same as the benchmarks collected before any changes.\n\n## Platforms:\n<!---\nCheck off any platforms that are affected by this issue\n--->\nWhich of our officially supported platforms is this issue occurring on?\n- [ ] Android: Native\n- [ ] Android: mWeb Chrome\n- [ ] iOS: Native\n- [ ] iOS: mWeb Safari\n- [ ] MacOS: Chrome / Safari\n- [ ] MacOS: Desktop\n\n**Version Number:**\n**Reproducible in staging?:**\n**Reproducible in production?:**\n**Email or phone of affected tester (no customers):**\n**Logs:** https://stackoverflow.com/c/expensify/questions/4856\n**Notes/Photos/Videos:** Any additional supporting documentation\n**Expensify/Expensify Issue URL:**\n**Issue reported by:**\n**Slack conversation:**\n\n[View all open jobs on Upwork](https://www.upwork.com/ab/jobs/search/?q=Expensify%20React%20Native&sort=recency&user_location_match=2)\n\n<details><summary>Upwork Automation - Do Not Edit</summary>\n    <ul>\n        <li>Upwork Job URL: https://www.upwork.com/jobs/~014fd561267f73f88e</li>\n        <li>Upwork Job ID: 1803048668106098615</li>\n        <li>Last Price Increase: 2024-06-18</li>\n    </ul>\n</details>\n\n<details><summary>Issue Owner</summary>Current Issue Owner: @muttmuure</details>",
